record,metric,ALL,AC,DC,beats_per_window,edge_weight,direction,freq_domain
05IYOVJUVJ_Myo,maximum_flow_value_left_to_right,0.6111462633977546,0.532420360560861,0.7263847653863796,4,slope,None,False
05IYOVJUVJ_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
01A7A67Q3U_Myo,minimum_cut_value_left_to_right,0.3580470484835388,0.3762775772544703,0.3864009479938733,4,angle,None,False
01A7A67Q3U_Myo,maximum_flow_value_left_to_right,0.3580470484835388,0.3762775772544703,0.3864009479938733,4,angle,None,False
01A7A67Q3U_Myo,shortest_path_length_left_to_right,,,,4,angle,None,False
0FBIQ4IN69_Myo,minimum_cut_value_left_to_right,0.01855775351667841,0.11858462474435477,0.017837213717923156,4,angle,None,False
0FBIQ4IN69_Myo,maximum_flow_value_left_to_right,0.01855775351667841,0.11858462474435477,0.017837213717923156,4,angle,None,False
0FBIQ4IN69_Myo,shortest_path_length_left_to_right,,,,4,angle,None,False
0DX3GQVDAM_Myo,minimum_cut_value_left_to_right,0.49979645624148306,0.4036998347543255,0.5598777424491291,4,slope,None,False
0DX3GQVDAM_Myo,maximum_flow_value_left_to_right,0.49979645624148306,0.4036998347543255,0.5598777424491291,4,slope,None,False
0DX3GQVDAM_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
01GQUPVDQ7_Myo,minimum_cut_value_left_to_right,0.5753038899466574,0.4656090635680398,0.6595672150944456,4,slope,left_to_right,False
01GQUPVDQ7_Myo,maximum_flow_value_left_to_right,0.5753038899466574,0.4656090635680398,0.6595672150944456,4,slope,left_to_right,False
01GQUPVDQ7_Myo,shortest_path_length_left_to_right,0.904487683153374,0.9422373644753604,0.8819114193548082,4,slope,left_to_right,False
01GQUPVDQ7_Myo,dag_longest_path_length,0.7847186998683261,0.5612122895523859,0.8865441564146187,4,slope,left_to_right,False
04FCFG42Y4_Myo,minimum_cut_value_left_to_right,0.5271128686796893,0.43814908531433616,0.5844498812586653,4,slope,None,False
04FCFG42Y4_Myo,maximum_flow_value_left_to_right,0.5271128686796893,0.43814908531433616,0.5844498812586653,4,slope,None,False
04FCFG42Y4_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
05ZMDBZ8D8_-,minimum_cut_value_left_to_right,0.5284702112874222,0.5631233338077025,0.49519025195083155,4,slope,left_to_right,False
05ZMDBZ8D8_-,maximum_flow_value_left_to_right,0.5284702112874222,0.5631233338077025,0.49519025195083155,4,slope,left_to_right,False
05ZMDBZ8D8_-,shortest_path_length_left_to_right,0.8380789329162249,0.9011487666905047,0.8562038482421712,4,slope,left_to_right,False
05ZMDBZ8D8_-,dag_longest_path_length,0.630776716003849,0.5430853579718631,0.7239628603007932,4,slope,left_to_right,False
05XRGX2RI1_Myo,minimum_cut_value_left_to_right,0.597726411392626,0.44130473545081583,0.6876308818526807,4,slope,None,False
05XRGX2RI1_Myo,maximum_flow_value_left_to_right,0.597726411392626,0.44130473545081583,0.6876308818526807,4,slope,None,False
05XRGX2RI1_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
03IP14OENV_Myo,minimum_cut_value_left_to_right,0.6333692918847157,0.6439126675973031,0.6241273145892378,4,angle,left_to_right,False
03IP14OENV_Myo,maximum_flow_value_left_to_right,0.6333692918847157,0.6439126675973031,0.6241273145892378,4,angle,left_to_right,False
03IP14OENV_Myo,shortest_path_length_left_to_right,0.6585208564015029,0.6740203314321244,0.6458747539474767,4,angle,left_to_right,False
03IP14OENV_Myo,dag_longest_path_length,0.5955965996580462,0.6567630800309752,0.6438010976813077,4,angle,left_to_right,False
02IB650NH4_Myo,minimum_cut_value_left_to_right,0.5938340706667331,0.49789143377008627,0.7481197482856733,4,slope,None,False
02IB650NH4_Myo,maximum_flow_value_left_to_right,0.5938340706667331,0.49789143377008627,0.7481197482856733,4,slope,None,False
02IB650NH4_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
0ETZCT1E6D_Myo,minimum_cut_value_left_to_right,0.5288459559046984,0.33002692921455035,0.6377024148066415,4,slope,None,False
0ETZCT1E6D_Myo,maximum_flow_value_left_to_right,0.5288459559046984,0.33002692921455035,0.6377024148066415,4,slope,None,False
0ETZCT1E6D_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
03EEXEX8SQ_-,minimum_cut_value_left_to_right,0.2816009625558451,0.2516123528774493,0.3718021277642922,4,slope,None,False
03EEXEX8SQ_-,maximum_flow_value_left_to_right,0.2816009625558451,0.2516123528774493,0.3718021277642922,4,slope,None,False
03EEXEX8SQ_-,shortest_path_length_left_to_right,,,,4,slope,None,False
0FBIQ4IN69_Myo,minimum_cut_value_left_to_right,0.01855775351667841,0.11858462474435477,0.017837213717923156,4,angle,left_to_right,False
0FBIQ4IN69_Myo,maximum_flow_value_left_to_right,0.01855775351667841,0.11858462474435477,0.017837213717923156,4,angle,left_to_right,False
0FBIQ4IN69_Myo,shortest_path_length_left_to_right,0.007285500382746841,0.25419034716734035,0.005119171457881756,4,angle,left_to_right,False
0FBIQ4IN69_Myo,dag_longest_path_length,0.00879442523801015,0.11728219758564001,0.006409811970420154,4,angle,left_to_right,False
00ZMZ3EJB1_Myo,minimum_cut_value_left_to_right,0.6416199949422613,0.46906276197222035,0.7607425352229211,4,slope,None,False
00ZMZ3EJB1_Myo,maximum_flow_value_left_to_right,0.6416199949422613,0.46906276197222035,0.7607425352229211,4,slope,None,False
00ZMZ3EJB1_Myo,shortest_path_length_left_to_right,,,,4,slope,None,False
0BV541IT0J_-,minimum_cut_value_left_to_right,0.595680912545741,0.37769252315657714,0.697148893144854,4,slope,None,False
